id	filename	md5	size	state	data_category	data_type	project_id	case_submitter_id	sample_submitter_id	sample_type	type	aliquot	id_v22	filename_v22	md5_v22	size_v22
008c7a91-6f1e-4f70-b751-9a79abbff16e	cfba7e6d-3ed5-4b85-bca8-38baccf45ec4.wxs.aliquot_ensemble_masked.maf.gz	34b02e73d0f84d3dfccaee4e22e23b3d	39348	validated	Simple Nucleotide Variation	Masked Somatic Mutation	CPTAC-3	C3L-01288	C3L-01288-02, C3L-01288-31	Primary Tumor, Blood Derived Normal	wxs_public_maf	CPT0079230009,CPT0080100002	b8a977a6-5a10-47ed-ae8c-1a3a8eef9ae7	3bebfdb9-99f8-4eb1-a79c-6adf369912f6.wxs.aliquot_ensemble_masked.maf.gz	fd4279d8603f6e994c0d3f5dd2cdfe7f	31878
0092b01b-444c-4d6d-acf0-d09fa93b6991	CPTAC-3.494f718c-89c5-4944-a917-1263fbf4a419.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	validated	Structural Variation	Transcript Fusion	CPTAC-3	C3L-00581	C3L-00581-01	Primary Tumor	star_fusion_bedpe	CPT0007320006	861d5614-62a6-4dc0-9d8d-6bdbfc028994	d8f00605-7cca-46d1-adca-8b4db2aa1783.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229
00943ccd-7cf1-4a65-a8ba-c90ffd6042e8	769d140b-9156-4175-9548-15ca9d97a330.wxs.aliquot_ensemble_raw.maf.gz	642ee7d8310d50e5b15cd16138ec7431	464317	validated	Simple Nucleotide Variation	Aggregated Somatic Mutation	CPTAC-3	C3N-01072	C3N-01072-71, C3N-01072-31, C3N-01072-02	Blood Derived Normal, Blood Derived Normal, Primary Tumor	wxs_protected_maf	CPT0084140009,CPT0084190002	e8f7c1c4-319e-4ec9-b22e-bf0a3509f225	a1e706f4-b317-438b-9ef9-9ca1262a7133.wxs.aliquot_ensemble_raw.maf.gz	7a90b33f3681444e9449318a021564ce	398856
00a17a2d-abcf-46d0-9aaa-f3f1d6de711b	88d1b643-9da5-4213-8863-e0439615bc2c.rna_seq.star_splice_junctions.tsv.gz	1cbf9e8e4e2114dfbcf699e0aa754b54	2771178	validated	Transcriptome Profiling	Splice Junction Quantification	CPTAC-3	C3L-00415	C3L-00415-03	Primary Tumor	splice_junction	CPT0010050009	a7d9e255-4c5f-4e38-979d-651e85ac95cf	16ea195e-383c-42d2-a051-d8f94b5534e1.rna_seq.star_splice_junctions.tsv.gz	99efaa61cdf6af833d90223e6033a5ca	2743772
00a73690-3dfe-4063-8c50-c2bb77f0c0ac	CPTAC-3.92d5f01e-7973-4526-9d52-beb0ed84aa6a.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	validated	Structural Variation	Transcript Fusion	CPTAC-3	C3L-00881	C3L-00881-71, C3L-00881-73	Primary Tumor, Primary Tumor	star_fusion_bedpe	CPT0017040010	3146ed95-8598-4edc-9684-aa33406f1885	db1875cf-57d3-4b96-ba6b-fec9d2af1ce8.star_fusion.rna_fusion.bedpe	50cf055ce0baba3d472ea202210be30f	1266
00a92589-6683-4500-9c24-58869820e41b	6ca74d98-86ba-43a9-bd85-f8a097202ce9.rna_seq.augmented_star_gene_counts.tsv	921efa55f1c8277a59acbb3409b7e8d1	4225167	validated	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01138	C3L-01138-01	Primary Tumor	star_count	CPT0199700009	c59c0262-e7a8-4541-9ab0-16c208ccef16	666622ea-73b9-4ad9-a06d-785598fb1073.rna_seq.star_gene_counts.tsv.gz	7740d2038366361c7b3a9a467f1f0a10	416612
00b96c23-cd67-438a-8a39-1c6ee51ff421	4c69a081-4f89-4810-b947-cdc47a2f18c5.wxs.aliquot_ensemble_raw.maf.gz	df2ceb06adb86e38457fb7a876533725	302517	validated	Simple Nucleotide Variation	Aggregated Somatic Mutation	CPTAC-3	C3L-01553	C3L-01553-01, C3L-01553-31	Primary Tumor, Blood Derived Normal	wxs_protected_maf	CPT0065930009,CPT0067730002	da65693c-2a7f-4bee-ab6a-68d6814e1290	5d527d55-2746-4f09-90fb-85533c044b31.wxs.aliquot_ensemble_raw.maf.gz	a5b9711e7cac1500768aec4bf714d3e3	262696
00b9f60c-9de0-4edd-8ec4-8582a615c226	6ddc8f58-2c55-46da-a59e-b5081e6e2063.rna_seq.augmented_star_gene_counts.tsv	61ab18ebb2acdce1609e1d2f6280e3fb	4245850	validated	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00766	C3L-00766-01	Primary Tumor	star_count	CPT0025170006	aced40ad-5a3a-49e9-9433-2b8b1a5bfb85	342964d8-8ffc-4cde-822d-d36182760791.rna_seq.star_gene_counts.tsv.gz	32dabf99183fdddba90438a528efaef9	431025
00c2c0b7-0f68-46c6-9fd1-c373addecccc	5b664467-3c27-4bf4-90f8-4f518a153dd8.rna_seq.star_splice_junctions.tsv.gz	f65fcbcb777e941f05c01f4363439869	3069985	validated	Transcriptome Profiling	Splice Junction Quantification	CPTAC-3	C3L-01887	C3L-01887-01	Primary Tumor	splice_junction	CPT0104330006	93aa460b-f09b-4fff-9270-24e80cd67c13	ecdfe25c-9d03-449b-9c2d-22081e956c18.rna_seq.star_splice_junctions.tsv.gz	2418d2f2026763e2d86dbadef67557c4	3031654
00c6b94c-dc40-488a-ab73-ee321f8b3a6f	CPTAC-3.7f10c156-8756-43a1-aee1-fb7ba5bab007.star_fusion.rna_fusion.bedpe	23194e7752ccee6c50a40486429bf5a8	2236	validated	Structural Variation	Transcript Fusion	CPTAC-3	C3N-03664	C3N-03664-01	Primary Tumor	star_fusion_bedpe	CPT0196210006	3f6ade26-4524-464b-8880-14dc95baf744	45bec540-77e2-461a-a5e1-79acd8e9d61a.star_fusion.rna_fusion.bedpe	711e9f2053cb59cecb243f42bfadf3cf	1975
00deeb1e-58cf-48c0-94c8-25d87d3387f8	CPTAC-3.578c4707-59f5-420c-950e-04633707828a.star_fusion.rna_fusion.bedpe	d056a6b8f9defc6e8d9970ba9ee2c7d0	2726	validated	Structural Variation	Transcript Fusion	CPTAC-3	C3N-00836	C3N-00836-02	Primary Tumor	star_fusion_bedpe	CPT0023810006	ea965f44-b4b5-4275-ada1-53de30fbbfce	5ddf89d1-fd8b-43ef-905d-23a445341cc7.star_fusion.rna_fusion.bedpe	35130fb074fe5af76e4a091369cb5822	4506
00dff6ad-64e1-4ec9-ba6e-b2095b887d51	d51652aa-0acf-483e-a90e-6d6dee0a86a8.rna_seq.star_splice_junctions.tsv.gz	21179dd662d523997daa865b94f7e091	3324530	validated	Transcriptome Profiling	Splice Junction Quantification	CPTAC-3	C3L-03405	C3L-03405-01	Primary Tumor	splice_junction	CPT0224600006	83bad7dd-20bf-4202-9aae-b048c6be263a	76dee45a-6193-4811-b224-6b3bb37db946.rna_seq.star_splice_junctions.tsv.gz	8efb571a6726417c1ea93cebd4a27eed	3280080
00e32b0f-6581-4564-adbc-9048639bf1bd	367dcf06-7a92-4d68-890a-f187ebab59f9.rna_seq.star_splice_junctions.tsv.gz	b6daa8159b54394cd33e4d1168a7a90d	3156862	validated	Transcriptome Profiling	Splice Junction Quantification	CPTAC-3	C3L-04475	C3L-04475-01, C3L-04475-02	Primary Tumor, Primary Tumor	splice_junction	CPT0238820011	c4cd5a32-65c6-4a0e-aa20-b01cc7e14058	355b949b-302e-431b-86b8-cae32df1c072.rna_seq.star_splice_junctions.tsv.gz	dd7ac0f7a385eea9579aeb4c67b3f0d1	3119937
00e5a80d-cfa2-47f3-80ce-d8b157598fc4	CPTAC-3.879e8d99-b91e-4fd4-a15c-6025bad8f68f.star_fusion.rna_fusion.bedpe	b65e1ca39bae2f9e963c272cb90ee8d0	443	validated	Structural Variation	Transcript Fusion	CPTAC-3	C3N-02279	C3N-02279-01	Primary Tumor	star_fusion_bedpe	CPT0163790009	788e7172-962a-4e5c-a2c2-0f9d087e8ea1	ef5029e9-0e05-4286-9d9e-685956ce3c9e.star_fusion.rna_fusion.bedpe	eb368873a37caf43a3e122a3f66fc449	1219
0111d0e2-a111-4cae-9eab-65bc6761bc15	44d70b42-1fd1-44f7-9222-22b28614e988.wxs.aliquot_ensemble_masked.maf.gz	1eb5bd86ff2b53850d3f68ef2da07e6a	27088	validated	Simple Nucleotide Variation	Masked Somatic Mutation	CPTAC-3	C3L-00607	C3L-00607-32, C3L-00607-01	Blood Derived Normal, Primary Tumor	wxs_public_maf	CPT0025050009,CPT0029400002	1bba5dad-78db-4a82-8598-cc0ae2eea878	728cc042-132d-4cd4-8f25-df9be7ef5783.wxs.aliquot_ensemble_masked.maf.gz	8c17d0406e7fe5fb5cc635d98ded6aca	22589
011e7bcc-c852-4ce0-8e21-f645d5c83b41	e075d703-0980-4084-9554-caba90036a4b.wgs.ASCAT.gene_level.copy_number_variation.tsv	b217dacf53371de1072312c743f3fc1d	3442793	validated	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-01703	C3L-01703-02, C3L-01703-31, C3L-01703-03	Primary Tumor, Blood Derived Normal, Primary Tumor	ascat_gene_level_cnv	CPT0094940010,CPT0094970002	fee29d4f-8185-4cdd-8305-db0aae949dca	acb6fc2e-04a9-49df-88fa-a4e089b71c6d.wgs.ASCAT.gene_level.copy_number_variation.tsv	13784484ae29d4bc99916469d44d6a58	3482800
011f83e2-86f7-4362-8c9f-71031a8d79fb	CPTAC-3.fa129e87-8273-4824-abe2-2dc5d850c5f7.star_fusion.rna_fusion.bedpe	841b1f494d5ff3050f68bc8f269348ec	1990	validated	Structural Variation	Transcript Fusion	CPTAC-3	C3N-03619	C3N-03619-02	Primary Tumor	star_fusion_bedpe	CPT0195860006	ebcd1df4-4024-4fd8-805b-7e0598638736	81173374-4815-4a2e-9545-7885b774aafc.star_fusion.rna_fusion.bedpe	32af9cbb4dbb31655da0023f4273b965	2203
01455782-ec56-42f2-8fb4-bb09b36b2281	CPTAC-3.6ce8e552-53cd-40bc-8d15-614df8f42a79.arriba.rna_fusion.bedpe	f52cc9075b62694135a5e25fd7e348b0	3059	validated	Structural Variation	Transcript Fusion	CPTAC-3	C3N-03849	C3N-03849-02, C3N-03849-01	Primary Tumor, Primary Tumor	arriba_bedpe	CPT0237130010	76ba8b39-7bfe-4d64-a8d8-6f6a6a03bd32	bd13e97e-e57a-44b8-b7a0-20a507c7f03a.arriba.rna_fusion.bedpe	9d4a0042466a6a569190ee4f6d8e1335	2888
01508975-b60a-4215-9d11-65e3b349dd04	CPTAC-3.36b5fd71-4069-4e9a-bbb4-ae4455317620.arriba.rna_fusion.bedpe	a2c166e21f97c140711572070f9299e0	4641	validated	Structural Variation	Transcript Fusion	CPTAC-3	C3L-01884	C3L-01884-02	Primary Tumor	arriba_bedpe	CPT0104360006	c76d00e0-1aa0-4bf9-bfc1-97615c5eaa5e	088b217a-8650-475f-83e1-0fd58b4a8cae.arriba.rna_fusion.bedpe	ddddeac066201a3630c30cbf1312b328	4451
015af7dd-7de1-45a7-b771-fa7ab6ecfb9e	27840b0e-0894-4f42-b24c-958f4de5dd98.wxs.aliquot_ensemble_raw.maf.gz	d7ff8a610f2176fd619b5429aa0a957a	410003	validated	Simple Nucleotide Variation	Aggregated Somatic Mutation	CPTAC-3	C3N-00662	C3N-00662-31, C3N-00662-03	Blood Derived Normal, Primary Tumor	wxs_protected_maf	CPT0087680009,CPT0087720002	3aa9ac32-9c18-4d20-8419-3e7e5e889794	c75e9357-3ac4-43ad-8eb6-5fb97a61e343.wxs.aliquot_ensemble_raw.maf.gz	3b44d31290641eb0cc00b8433cf88e30	350492
016f78e0-1e76-4fee-b37e-791345a703cb	7f44b37c-6ab6-43fa-bfd7-832f2567c184.wxs.aliquot_ensemble_raw.maf.gz	52d1a0f4f86e83059f8e93d177bb828e	544804	validated	Simple Nucleotide Variation	Aggregated Somatic Mutation	CPTAC-3	C3L-02665	C3L-02665-04, C3L-02665-02, C3L-02665-05, C3L-02665-31, C3L-02665-03, C3L-02665-01	Primary Tumor, Primary Tumor, Primary Tumor, Blood Derived Normal, Primary Tumor, Primary Tumor	wxs_protected_maf	CPT0192540007,CPT0192700002	e58570ac-f7a1-4340-b12b-e08e08bc10cb	b6e54baa-79ff-4af5-b3f6-0c93ae7737d3.wxs.aliquot_ensemble_raw.maf.gz	a90305801c6e1f96abe00b4e1240a38e	465150
01710e23-ac37-46ac-935f-5497d3a59cab	61895bc8-22ba-4013-b014-9013d07fefc9.wgs.ASCAT.gene_level.copy_number_variation.tsv	58f291711f8348b285dcea869fc8842d	3443015	validated	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-02968	C3L-02968-02, C3L-02968-31	Primary Tumor, Blood Derived Normal	ascat_gene_level_cnv	CPT0196810009,CPT0197760002	00f0ee03-37b5-45ba-a577-2dbbc2a5b08b	57889e27-2e19-472d-8294-2f5695a6cead.wgs.ASCAT.gene_level.copy_number_variation.tsv	0828ec7322740f50003da0c5fc8960c7	3483031
0173454d-7b40-4562-aeca-024f1e9b0b2e	d835d325-aab8-4505-a1d8-1f9aa194e267.rna_seq.star_splice_junctions.tsv.gz	a6030e06e28dfb0d02103bc8421e348b	3450672	validated	Transcriptome Profiling	Splice Junction Quantification	CPTAC-3	C3N-02379	C3N-02379-02, C3N-02379-01	Primary Tumor, Primary Tumor	splice_junction	CPT0146580007	05250070-3bdf-4d7a-9692-f090a2be8001	bea63b22-9e43-4263-87c1-2ce46a4e5b3a.rna_seq.star_splice_junctions.tsv.gz	5885df62a4dc322ad40167fde6a32ca3	3412129
01775a2e-804c-451a-8614-4f80b3721a5f	5ad85fda-6ab0-4281-8af4-aab9a3022a7d.rna_seq.star_splice_junctions.tsv.gz	bcb77a689293642e9f4cf8a73a105140	3020269	validated	Transcriptome Profiling	Splice Junction Quantification	CPTAC-3	C3N-01859	C3N-01859-01	Primary Tumor	splice_junction	CPT0163910009	8a6c2e1b-5335-44d3-88d0-75fff57b7b16	994c6989-cd61-4724-8648-380fbfdeaf3f.rna_seq.star_splice_junctions.tsv.gz	9bdf9ebdb3d218f4669634362eea6079	2986088
01806d04-8951-48e2-ba0f-17b15e3ef8d6	CPTAC-3.f8ec6669-dc24-44de-9f0d-d4a448ced39d.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	validated	Structural Variation	Transcript Fusion	CPTAC-3	C3L-00771	C3L-00771-01	Primary Tumor	star_fusion_bedpe	CPT0026770006	9e18280d-13a3-4cea-98e4-dc460526e8e8	3e51d766-be07-4ced-b026-83354b13396f.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229
0189bba4-84f0-469e-a8ac-8e00b1a59809	54437c82-84f5-41c9-9719-3bdea2446449.wxs.aliquot_ensemble_masked.maf.gz	62456b220cb2cd31dd76c0934b578ced	18789	validated	Simple Nucleotide Variation	Masked Somatic Mutation	CPTAC-3	C3N-02010	C3N-02010-31, C3N-02010-03	Blood Derived Normal, Primary Tumor	wxs_public_maf	CPT0241500007,CPT0241760002	c61c71b1-d506-4647-a8aa-7fbc2563cc3c	b462c9f3-fa35-46ec-ada1-7ae2730fcc57.wxs.aliquot_ensemble_masked.maf.gz	fbd709ae5c1b61616adf02c351439442	14190
018ad59c-2842-4738-b9af-52a2108e4c8d	ff94e40b-955d-451f-a692-f00bb9b7c37a.wxs.aliquot_ensemble_masked.maf.gz	b387726d4341bcc79e70f36f937c7f43	96858	validated	Simple Nucleotide Variation	Masked Somatic Mutation	CPTAC-3	C3N-03886	C3N-03886-71, C3N-03886-03	Blood Derived Normal, Primary Tumor	wxs_public_maf	CPT0221650006,CPT0221750002	da900680-3eeb-4615-ae7c-c3f9d6fc94f2	e9cc8a2b-5d11-4fa3-ae98-e911a494b667.wxs.aliquot_ensemble_masked.maf.gz	ed535d4673bb48f51a3016ac9a255233	77422
018cfdf4-5541-45fa-ac5e-e7c9fbd4026a	4ed74aab-37ab-4aca-bf30-ede3bd7a664f.wgs.ASCAT.gene_level.copy_number_variation.tsv	6215e756769c413dfae72bc9e720e689	3443229	validated	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-04354	C3L-04354-02, C3L-04354-32	Primary Tumor, Blood Derived Normal	ascat_gene_level_cnv	CPT0243090006,CPT0243240002	d8b5c717-eef5-4b2f-b58d-fbd581ee973b	406ad554-d7eb-4065-8288-0a809b05041a.wgs.ASCAT.gene_level.copy_number_variation.tsv	d0d4cac4392cef8faa4281aa45cf1ded	3483231
018fa954-882d-4e93-b9dc-899c28062e6d	f7ce6f0a-a702-4daf-ba87-d8dd8dd83f36.rna_seq.augmented_star_gene_counts.tsv	0aa0d617b6f4aeabbe007a0e1ecdb78d	4228311	validated	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02651	C3L-02651-04, C3L-02651-05	Primary Tumor, Primary Tumor	star_count	CPT0241980010	07edaa1c-dd3f-4eb2-a66f-3fb9552fd5a9	5c8f758e-d693-4fc2-8b5d-6a1ff43aff66.rna_seq.star_gene_counts.tsv.gz	6b6ce8b978fa1d18aa29faa6d5eac84c	415585
01a392e6-e982-4f1c-9568-a70bc43c0673	75896b58-0375-49c8-961b-662c5495ceca.rna_seq.star_splice_junctions.tsv.gz	cb868c833c57fb04dfc8f02084aa2f4e	3243667	validated	Transcriptome Profiling	Splice Junction Quantification	CPTAC-3	C3L-00765	C3L-00765-01	Primary Tumor	splice_junction	CPT0015910008	ef112600-f339-4312-9d1c-413d63e9c682	04af549b-90f6-44f5-8700-92ea409bab01.rna_seq.star_splice_junctions.tsv.gz	bcd3e1b701e87dbd69a0a94bbe8baa0e	3205866
01a87c7d-794a-4e61-a32e-b5f07357db9c	599f58b8-6756-46a9-b8ed-59e0eff5953d.wxs.aliquot_ensemble_raw.maf.gz	e235764458a5ebfff8e33453ab14f6f8	880099	validated	Simple Nucleotide Variation	Aggregated Somatic Mutation	CPTAC-3	C3L-00279	C3L-00279-03, C3L-00279-31, C3L-00279-02	Primary Tumor, Blood Derived Normal, Primary Tumor	wxs_protected_maf	CPT0081730001,CPT0082740010	e5f84e2d-a00f-434d-8dd4-2cee7207ed5e	411756cb-7231-4306-9342-eb26f7977530.wxs.aliquot_ensemble_raw.maf.gz	9d64e94969b8a9dc4de0e54ee7822b3b	750248
01a8cfd1-2eb8-454f-b55e-19e923ff4d4f	a247d6be-4411-4930-9ee4-0ab2d2c1bb58.wxs.aliquot_ensemble_masked.maf.gz	66f08a0ed63b6b447c9cb47453ef66de	16947	validated	Simple Nucleotide Variation	Masked Somatic Mutation	CPTAC-3	C3N-03884	C3N-03884-02, C3N-03884-31	Primary Tumor, Blood Derived Normal	wxs_public_maf	CPT0237840007,CPT0237890002	84829b09-b4a4-4118-8c03-ecacf32b87e2	59cf1264-5d0c-418b-b7f2-9292170feedf.wxs.aliquot_ensemble_masked.maf.gz	150e8ec5b029064541c7b2e3ba161f45	12415
01b4947e-401b-41b3-81d1-f1daa6602062	69a3f8c0-03f9-46ae-bb9f-eded592f5e8a.wxs.aliquot_ensemble_masked.maf.gz	7146448078416e027fabe9bf8c4c94c6	271889	validated	Simple Nucleotide Variation	Masked Somatic Mutation	CPTAC-3	C3L-00080	C3L-00080-31, C3L-00080-01	Blood Derived Normal, Primary Tumor	wxs_public_maf	CPT0000020163,CPT0001060005	e4a48d47-1ae9-457a-9640-b0f682680944	e0b8f08b-bd1f-4a84-aa8b-77eba9c3fc96.wxs.aliquot_ensemble_masked.maf.gz	36705f998b34af69f6d75ab0334990c4	226351
01b88c63-3db6-4525-85a4-cfb909614b50	f10e2b8c-1900-4fd2-9c9b-2ee2fbae3aba.wgs.ASCAT.gene_level.copy_number_variation.tsv	8d8041970e1f5eb39beaf449adc95ac8	3441236	validated	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-00156	C3L-00156-02, C3L-00156-31	Primary Tumor, Blood Derived Normal	ascat_gene_level_cnv	CPT0002080008,CPT0004340002	f8353ea1-ce70-4915-a2f5-cab7ec1ed825	e2080d4f-6667-410e-936f-53bda150bf1d.wgs.ASCAT.gene_level.copy_number_variation.tsv	dd3af15dfd636dcb0e8150a347940c68	3481147
01c75e92-702a-40f6-8c5e-180844dd1e6f	77ee6d80-f2f8-4fc1-ad07-f7446e46764d.rna_seq.star_splice_junctions.tsv.gz	adfe35f8eea74968aa43bbaf19b7b14b	3227176	validated	Transcriptome Profiling	Splice Junction Quantification	CPTAC-3	C3N-03184	C3N-03184-02	Primary Tumor	splice_junction	CPT0206780006	cee54cb8-e089-4e2d-bbe3-4c446d29e6cf	44c6fc56-1602-41b8-85fd-c54258f0e921.rna_seq.star_splice_junctions.tsv.gz	115e2007071d5eb0762e4c3adaf55cc4	3182276
01f59456-d98c-4410-9557-23c79c6014d5	6dcbddc4-d2c7-4af3-a1e8-cfe0489d6645.rna_seq.star_splice_junctions.tsv.gz	235acd51547e58208df05949d9ae5c6d	3125545	validated	Transcriptome Profiling	Splice Junction Quantification	CPTAC-3	C3L-01045	C3L-01045-03	Primary Tumor	splice_junction	CPT0123530006	e59a5387-1ee7-4876-b9be-0fe0acf80e97	c1549287-1d21-4120-9660-bbf562cca5cf.rna_seq.star_splice_junctions.tsv.gz	1f9e12e24c27e4f34cdfa4fb15b1220a	3088280
